investor,year,weighted_score
Quantbot Technologies LLC,2013,9.812001057621787
"Landmark Financial Advisors, LLC",2015,9.811507703470776
PICTON MAHONEY ASSET MANAGEMENT,2013,9.804153854323372
FIRST CITIZENS BANK & TRUST CO,2017,9.796870626497777
"SIR Capital Management, L.P.",2015,9.796539893018704
KNOTT DAVID M,2015,9.79201731137303
C M BIDWELL & ASSOCIATES LTD,2017,9.780818967459854
"Cabot-Wellington, LLC",2017,9.78000461664363
"Epoch Investment Partners, Inc.",2017,9.77988183185465
SPO ADVISORY CORP,2013,9.778359284001674
WETHERBY ASSET MANAGEMENT INC,2015,9.77643373249426
EMINENCE CAPITAL LLC,2013,9.775978563396096
Calamos Advisors LLC,2015,9.768346163322736
"Private Capital Advisors, Inc.",2015,9.766297304032747
L & S Advisors Inc,2015,9.765403287766134
CONFLUENCE INVESTMENT MANAGEMENT LLC,2015,9.765179436459483
Old Mutual Global Index Trackers (Proprietary) LTD,2015,9.761910238766715
CHEMICAL BANK,2013,9.750228023662366
CAPITAL GROWTH MANAGEMENT LP,2015,9.748610877283543
HENDERSON GROUP PLC,2015,9.74822681520421
"Budros, Ruhlin & Roe, Inc.",2015,9.744177896043643
"REILLY FINANCIAL ADVISORS, LLC",2017,9.744067286305341
CAPE COD FIVE CENTS SAVINGS BANK,2017,9.739092427971846
REGENTATLANTIC CAPITAL LLC,2013,9.736151145830242
BEDDOW CAPITAL MANAGEMENT INC,2017,9.734001858707067
RABOBANK NEDERLAND /FI,2013,9.731369322184328
TODD ASSET MANAGEMENT LLC,2015,9.730976712305894
PROSPECTOR PARTNERS LLC,2017,9.728455552130338
"AVALON ADVISORS, LLC",2015,9.72767577908947
NICHOLAS CO INC /WI,2015,9.724851896385962
CAPE ANN SAVINGS BANK,2015,9.722013596806661
LOGAN CAPITAL MANAGEMENT INC,2017,9.720943869594404
COMMERCE BANK,2013,9.720658797393188
Old Mutual Global Index Trackers (Proprietary) LTD,2013,9.719860020311069
Nine Chapters Capital Management LLC,2017,9.718452738436849
"EXCELSIA, INC.",2013,9.717782807687913
Lesa Sroufe & Co,2013,9.714208051649571
TRUST CO OF TOLEDO NA /OH/,2015,9.708409766402292
REGENTATLANTIC CAPITAL LLC,2017,9.703379337447318
Futuris Asset Management AB,2013,9.699208277041846
VALUE HOLDINGS LP,2015,9.699064791680192
COURAGE CAPITAL MANAGEMENT LLC,2015,9.69483517869483
Main Street Research LLC,2017,9.69296993106531
"NWQ INVESTMENT MANAGEMENT COMPANY, LLC",2015,9.682614723988648
ROBECOSAM AG,2017,9.680781239268123
Conatus Capital Management LP,2015,9.677938070385931
ALTAROCK PARTNERS LLC,2017,9.675130352302553
"Atlantic Trust Group, LLC",2017,9.674232739673089
CYPRESS FUNDS LLC,2017,9.668256576079612
Pensionfund Sabic,2017,9.66542281901529
JOHNSTON ASSET MANAGEMENT CORP,2013,9.662972799993927
INTREPID CAPITAL MANAGEMENT INC,2015,9.657316329356222
OLD NATIONAL BANCORP /IN/,2015,9.650911598088728
TRILOGY GLOBAL ADVISORS LP,2013,9.648960881378056
LEE DANNER & BASS INC,2013,9.645913721891308
ONTARIO TEACHERS PENSION PLAN BOARD,2013,9.64585366308345
"Bridgecreek Investment Management, LLC",2015,9.645746158658138
LONE PINE CAPITAL LLC,2013,9.644436340576583
AVIVA PLC,2013,9.641138519295447
KAHN BROTHERS GROUP INC /DE/,2015,9.640653258624164
CAPSTONE ASSET MANAGEMENT CO,2013,9.640098360655399
WESTWOOD HOLDINGS GROUP INC,2015,9.638129493959415
"Quantitative Investment Management, LLC",2013,9.63416618311184
AT Bancorp,2013,9.63211145493124
COOKSON PEIRCE & CO INC,2017,9.63173391127457
SPRINGBANK VALUE PARTNERS LP,2015,9.626070681215245
"HHR Asset Management, LLC",2017,9.62423922062409
"Lehman Financial Resources, Inc.",2017,9.622744862649814
LILLEY & CO,2013,9.622705116972504
CAZ INVESTMENTS LP,2015,9.615126744411429
TRUST CO OF TOLEDO NA /OH/,2017,9.614990124843635
Narwhal Capital Management,2013,9.61467443766835
SECURITY NATIONAL TRUST CO,2015,9.613007130100412
"Wilmington Trust, National Association",2013,9.612330703645169
"Aperio Group, LLC",2013,9.61000704759063
Calvert Investment Management Inc.,2013,9.608980388502761
Covalent Partners LLC,2013,9.607752005589386
CORNERCAP INVESTMENT COUNSEL INC,2013,9.606561753318214
VALUE HOLDINGS LP,2013,9.6038740437181
"RUANE, CUNNIFF & GOLDFARB INC",2013,9.595362686814571
SIB LLC,2017,9.593366407487126
FIC CAPITAL INC,2013,9.591071306234051
KR CAPITAL ADVISORS INC,2013,9.588171444462064
CHICAGO EQUITY PARTNERS LLC,2017,9.587416197036916
WHITTIER TRUST CO,2015,9.581210921929133
CINQUE PARTNERS LLC,2013,9.580950224390161
METROPOLITAN CAPITAL ADVISORS INC,2013,9.57665811935025
"CTC Alternative Strategies, Ltd.",2015,9.57429555127016
Endurant Capital Management LP,2017,9.573151867114767
MARINER INVESTMENT GROUP LLC,2013,9.568479369031035
"Nuveen Fund Advisors, LLC",2017,9.568101061499117
"Kimelman & Baird, LLC",2013,9.56516613644116
BRAUN STACEY ASSOCIATES INC,2013,9.56474733923927
HOWE & RUSLING INC,2015,9.563133140267192
Benchmark Capital Advisors,2013,9.554464761778354
"JAG CAPITAL MANAGEMENT, LLC",2017,9.551776440505009
"Financial Advantage, Inc.",2013,9.549410128976959
FORTE CAPITAL LLC /ADV,2015,9.544045167783306
"NFC Investments, LLC",2017,9.54137834470034
ESSEX INVESTMENT MANAGEMENT CO LLC,2015,9.539396634177374
COATUE MANAGEMENT LLC,2017,9.531516917479713
"Baltimore-Washington Financial Advisors, Inc.",2015,9.531354714198741
"NEW MOUNTAIN VANTAGE ADVISERS, L.L.C.",2013,9.530705622739346
"RAND WEALTH, LLC",2017,9.530089373270572
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",2017,9.52720707725254
"AlphaMark Advisors, LLC",2013,9.527096909614041
"Stieven Capital Advisors, L.P.",2013,9.527001186387063
Praesidis Advisors LLC,2013,9.525996206668534
NTV ASSET MANAGEMENT LLC,2013,9.523476350493285
Rhenman & Partners Asset Management AB,2015,9.519329430943827
"Patton Albertson & Miller, LLC",2015,9.514440050045966
FRED ALGER MANAGEMENT INC,2013,9.513909783476931
SCOGGIN LLC,2013,9.512537691650431
"Litespeed Management, L.L.C.",2015,9.511831506792754
PRUDENTIAL FINANCIAL INC,2017,9.5097999225709
CIM INVESTMENT MANGEMENT INC,2015,9.50975114836661
ADAR Investment Management LLC,2013,9.508463016063619
C Partners Holding GmbH,2017,9.508437972159033
MORGENS WATERFALL VINTIADIS & CO INC,2017,9.50739327081098
"RiverPark Advisors, LLC",2013,9.505840961971362
DAVIDSON INVESTMENT ADVISORS,2015,9.505707726048662
HARDESTY CAPITAL MANAGEMENT CORP,2015,9.501620765206308
"BB&T SECURITIES, LLC",2015,9.500286761292147
"Apertura Capital, LLC",2017,9.497932562217969
Archon Partners LLC,2017,9.49753407017978
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",2017,9.479294021949565
Grassi Investment Management,2015,9.473591142139966
IBIS Capital Partners LLP,2015,9.471910069121837
Alken Asset Management Ltd.,2015,9.471855521963807
MIZUHO SECURITIES USA INC.,2015,9.47124407690157
FIRST MIDWEST BANK TRUST DIVISION,2013,9.467406491685734
UMB BANK N A/MO,2013,9.462355257918015
Alley Co LLC,2015,9.458215994546704
Junto Capital Management LP,2015,9.457691766012129
K.J. Harrison & Partners Inc,2015,9.451005966020078
"DAI ICHI LIFE INSURANCE CO., LTD.",2015,9.447956457594028
VOYA INVESTMENT MANAGEMENT LLC,2015,9.447841777003465
"Progeny 3, Inc.",2013,9.44656485704616
"Eagle Capital Management, LLC",2017,9.445757292282446
"MASON STREET ADVISORS, LLC",2015,9.438797361632316
Central Asset Investments & Management Holdings (HK) Ltd,2017,9.436288919701584
"Cove Street Capital, LLC",2013,9.434247009539247
IPG Investment Advisors LLC,2015,9.431455201176275
"Patriot Wealth Management, Inc.",2013,9.424300699765192
HERNDON CAPITAL MANAGEMENT LLC,2017,9.422777307941944
"Claren Road Asset Management, LLC",2015,9.419095472698464
OPTIMUM INVESTMENT ADVISORS,2017,9.414529720818042
AMERICAN NATIONAL BANK & TRUST CO /VA/,2013,9.411630121657787
"T2 Partners Management, LP",2015,9.409633464570577
GLUSKIN SHEFF & ASSOC INC,2013,9.409515103880594
"Covenant Multifamily Offices, LLC",2017,9.398266900232949
"CULLEN/FROST BANKERS, INC.",2013,9.397284931925007
"Caymus Capital Partners, L.P.",2017,9.388771126975623
COOKE & BIELER LP,2013,9.388099674555068
Apriem Advisors,2017,9.387453509312659
"Lomas Capital Management, LLC",2015,9.384141775041295
Sterling Capital Management LLC,2013,9.380184249538559
WINDSOR FINANCIAL GROUP LLC,2013,9.378194380948653
"STERNE AGEE GROUP, INC.",2013,9.374821558562541
M&R CAPITAL MANAGEMENT INC,2015,9.371183460531347
JOHNSTON ASSET MANAGEMENT CORP,2015,9.368240352520878
"Matterhorn Capital Management, LLC",2015,9.365549861704356
"NORTH RUN CAPITAL, LP",2013,9.359979475580406
"Quotient Investors, LLC",2017,9.358514089451386
TOKIO MARINE ASSET MANAGEMENT CO LTD,2017,9.357379515489093
"AO Asset Management, LLC",2017,9.355577058052635
Dynamic Capital Management Ltd,2017,9.354841521057796
"River Road Asset Management, LLC",2013,9.352107101748468
NEEDHAM INVESTMENT MANAGEMENT LLC,2015,9.349912093160595
ADAGE CAPITAL PARTNERS GP LLC,2015,9.34823263729756
Guinness Asset Management LTD,2015,9.347722758783316
COBBLESTONE CAPITAL ADVISORS LLC /NY/,2013,9.338408917797766
SFE Investment Counsel,2015,9.335907328982652
Alta Advisers Ltd,2013,9.334727908821854
METROPOLITAN CAPITAL ADVISORS INC,2015,9.331487059962638
LEGAL & GENERAL GROUP PLC,2015,9.330740654714514
Incline Global Management LLC,2013,9.329487893470375
"BECK CAPITAL MANAGEMENT, LLC",2015,9.32871152941012
FIDGEON TIMOTHY F,2013,9.32622819247945
"Quantum Capital Management, LLC / NJ",2013,9.325731914179057
GENEVA INVESTMENT MANAGEMENT OF CHICAGO LLC,2013,9.325321716700417
CASTLEARK MANAGEMENT LLC,2013,9.325214620313547
Pensionfund DSM Netherlands,2017,9.322363404432986
STATE STREET CORP,2015,9.32224397885767
WHITTIER TRUST CO OF NEVADA INC,2015,9.320572316828844
"SG Americas Securities, LLC",2013,9.316231479743394
MACQUARIE GROUP LTD,2017,9.311158928506751
"Aperio Group, LLC",2015,9.307594251917912
Old Mutual Global Investors (UK) Ltd.,2015,9.30265061609899
Stockbridge Partners LLC,2013,9.300579200608162
FT Options LLC,2017,9.295964309447132
Cascabel Management LP,2015,9.292549907945949
"Dana Investment Advisors, Inc.",2017,9.292488086383647
"HighTower Advisors, LLC",2015,9.291300808164
Indiana Trust & Investment Management CO,2015,9.288985658559845
"Capital Returns Management, LLC",2017,9.288470154726536
Conatus Capital Management LP,2013,9.286309699362727
"McAdams Wright Ragen, Inc.",2013,9.281193248361195
COBBLESTONE CAPITAL ADVISORS LLC /NY/,2015,9.276743964434914
DAVENPORT & Co LLC,2015,9.273621750576794
PACIFIC HEIGHTS ASSET MANAGEMENT LLC,2015,9.271694478495235
Conatus Capital Management LP,2017,9.269467674525524
KEMPER Corp,2013,9.266691769547569
METROPOLITAN LIFE INSURANCE CO/NY,2015,9.265787321017521
Hanson & Doremus Investment Management,2013,9.261924789833099
HALLMARK CAPITAL MANAGEMENT INC,2015,9.260583290441835
KARPAS STRATEGIES LLC,2013,9.260104940779653
ProShare Advisors LLC,2017,9.25261379664845
TIGER GLOBAL MANAGEMENT LLC,2013,9.250632997474629
PAR CAPITAL MANAGEMENT INC,2015,9.24977517062769
"FORT, L.P.",2015,9.246910101894699
PRIVATE MANAGEMENT GROUP INC,2015,9.244186143904384
GIOVINE CAPITAL GROUP LLC,2015,9.241427074819216
DEPRINCE RACE & ZOLLO INC,2015,9.238745497831355
Zurcher Kantonalbank (Zurich Cantonalbank),2017,9.235498683374379
EADS & HEALD INVESTMENT COUNSEL/,2015,9.228832108715823
ALTAROCK PARTNERS LLC,2015,9.224019964653095
HANSEATIC MANAGEMENT SERVICES INC,2013,9.223034187538842
FARMERS & MERCHANTS INVESTMENTS INC,2015,9.221918779226023
"SENTINEL ASSET MANAGEMENT, INC.",2017,9.219006714271623
Jones Collombin Investment Counsel Inc,2015,9.218645183175159
Partners Group Holding AG,2015,9.217780664884327
Hugh Johnson Advisors LLC,2013,9.217135673567261
"NORTHWEST INVESTMENT COUNSELORS, LLC",2015,9.216555984766535
FIRST NATIONAL TRUST CO,2017,9.214902538112446
KIRR MARBACH & CO LLC /IN/,2015,9.211098796978966
"Summit Street Capital Management, LLC",2017,9.210199939875299
"Freestone Capital Holdings, LLC",2017,9.208897961769274
"Concourse Capital Management, LLC",2015,9.207555712237042
BAILLIE GIFFORD & CO,2017,9.205664639707898
WESTPORT RESOURCES MANAGEMENT INC,2013,9.201899921093972
7x7 Asset Management LLC,2013,9.201072138211137
National Pension Service,2015,9.199610083849196
NTV ASSET MANAGEMENT LLC,2015,9.199535263501238
Richard Bernstein Advisors LLC,2015,9.197953473250974
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2013,9.197548586455346
"Arlington Value Capital, LLC",2013,9.193116338559758
BROOKSIDE CAPITAL MANAGEMENT LLC,2013,9.188934870762125
ROBECOSAM AG,2013,9.183045568173691
"Diversified Investment Strategies, LLC",2015,9.182599751145274
Espalier Global Management LLC,2013,9.179795319498329
"Eton Park Capital Management, L.P.",2015,9.176927857085634
HERNDON CAPITAL MANAGEMENT,2013,9.175992553060304
BB&T CORP,2013,9.171089162782154
"PURA VIDA INVESTMENTS, LLC",2017,9.165656146593488
"Iguana Healthcare Management, LLC",2015,9.164876555606897
ICM ASSET MANAGEMENT INC/WA,2013,9.16388431599845
Sterling Global Strategies LLC,2015,9.162785302988059
GARRISON BRADFORD & ASSOCIATES INC,2015,9.159410365681353
"MAPLELANE CAPITAL, LLC",2015,9.159128959913886
CI Global Investments Inc.,2017,9.158516499372718
"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",2017,9.15838890428947
"INSPIRION WEALTH ADVISORS, LLC",2017,9.158226762932347
SPEECE THORSON CAPITAL GROUP INC,2015,9.154953893553158
Boston Partners,2015,9.149052342114478
OMERS ADMINISTRATION Corp,2013,9.146289312306676
"Capital Planning Advisors, LLC",2015,9.142658793599686
PRUDENTIAL PLC,2015,9.142541750822295
VANGUARD GROUP INC,2017,9.13944198263021
FEDERATED INVESTORS INC /PA/,2017,9.13844922816798
Longer Investments Inc.,2015,9.136229728171406
HWG Holdings LP,2015,9.128016580761068
BANK OF THE WEST,2013,9.12652263523363
INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,2015,9.119915384692304
"FIRST FINANCIAL HOLDINGS, INC.",2013,9.115789775248116
ROTHSCHILD INVESTMENT CORP /IL,2017,9.113846965018165
WILLIAMS JONES & ASSOCIATES LLC,2015,9.10828476774973
Boston Partners,2017,9.10815337487502
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,2015,9.103927860885697
Bell State Bank & Trust,2013,9.103897327064804
LOS ANGELES CAPITAL MANAGEMENT & EQUITY RESEARCH INC,2017,9.102040423045432
AMERICAN CENTURY COMPANIES INC,2013,9.101484767714725
STANDARD PACIFIC CAPITAL LLC/CA,2013,9.100772900168476
"Litespeed Management, L.L.C.",2017,9.090981887533736
ICM ASSET MANAGEMENT INC/WA,2015,9.090887377299007
MACQUARIE GROUP LTD,2015,9.086764976054987
BOWEN HANES & CO INC,2013,9.085960359124792
River Wealth Advisors LLC,2017,9.08353010750349
SIB LLC,2015,9.082124332636955
MONTAG A & ASSOCIATES INC,2013,9.081471851153688
Investec Asset Management LTD,2015,9.081282694287534
BROWN ADVISORY INC,2017,9.080327894660101
"AlphaMark Advisors, LLC",2015,9.080149787171079
BAILLIE GIFFORD & CO,2015,9.079423629248499
AGF Investments America Inc.,2017,9.071102298605846
"GlobalBridge, Inc.",2013,9.0575500182005
WEDBUSH MORGAN SECURITIES INC,2013,9.052461785108344
SCHWARTZ INVESTMENT COUNSEL INC,2013,9.044317339167318
Cetera Advisor Networks LLC,2013,9.04400117799717
"MASON STREET ADVISORS, LLC",2017,9.042264901006188
"E&G Advisors, LP",2015,9.041326585462228
"Cubic Asset Management, LLC",2015,9.03596381114538
"Energy Opportunities Capital Management, LLC",2015,9.030836551203203
"COMMUNITY BANK NA, a subsidiary of Community Bank System Inc",2013,9.02897971180521
"Mizuho Asset Management Co.,Ltd.",2015,9.02847488845184
"Legg Mason Asset Management (Japan) Co., Ltd.",2015,9.028334181351088
HUNTINGTON NATIONAL BANK,2015,9.021377555017237
"Private Wealth Advisors, Inc.",2017,9.012916499346066
Origin Asset Management LLP,2015,9.007317860551074
STEINBERG ASSET MANAGEMENT LLC,2013,9.005095171903973
"M3F, Inc.",2017,9.003991061596633
NOMURA ASSET MANAGEMENT CO LTD,2017,9.00185090187715
"COBALT CAPITAL MANAGEMENT, INC.",2017,8.996175792622651
PointState Capital LP,2015,8.99598913053175
"Madison Street Partners, LLC",2013,8.995979384105233
WINDSOR FINANCIAL GROUP LLC,2015,8.99419046721204
VGI PARTNERS PTY Ltd,2013,8.990970770211156
BMI CAPITAL CORP,2013,8.975044920227848
"Shoker Investment Counsel, Inc.",2017,8.974288805443408
ALLIANCEBERNSTEIN L.P.,2015,8.97197657821505
TRUST CO OF VIRGINIA /VA,2017,8.97168790513632
"Centaur Capital Partners, L.P.",2017,8.968809061651772
"Quotient Investors, LLC",2015,8.965774445494445
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.",2013,8.961914132661336
"RPg Family Wealth Advisory, LLC",2017,8.956316643436178
BOYS ARNOLD & CO INC,2013,8.953506696777715
Gruss Capital Management LP,2013,8.951560788557078
LAZARD ASSET MANAGEMENT LLC,2013,8.950158040863197
"Evanston Investments, Inc., dba Evanston Advisors",2015,8.94986789417949
AMERICAN CENTURY COMPANIES INC,2015,8.948702799579365
Huber Capital Management LLC,2017,8.948641008077642
Pentwater Capital Management LP,2013,8.94433035016963
"Robeco Investment Management, Inc.",2013,8.943273982815839
ARROW FINANCIAL CORP,2013,8.941532959202469
WADE G W & INC,2013,8.940035113886509
"America First Investment Advisors, LLC",2017,8.938104609971479
B & T Capital Management DBA Alpha Capital Management,2017,8.936563545200219
"Matrix Capital Management Company, LLC",2013,8.9336107703746
HIGHLINE CAPITAL MANAGEMENT LLC,2013,8.933564308356821
ROTHSCHILD INVESTMENT CORP /IL,2015,8.933142180675244
PREMIER ASSET MANAGEMENT LLC,2017,8.929116595684425
CATLIN GROUP LTD,2013,8.928176012837188
CAMPBELL NEWMAN ASSET MANAGEMENT INC,2015,8.92780137459512
"Pacer Advisors, Inc.",2017,8.917250310291005
RKL Wealth Management LLC,2017,8.916536308541852
Roundview Capital LLC,2017,8.909591389626607
CONFLUENCE INVESTMENT MANAGEMENT LLC,2017,8.908263384229297
Southeast Asset Advisors Inc.,2015,8.904643178518082
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,2017,8.898435996853388
AXA,2013,8.895883620231226
"Wellington Shields Capital Management, LLC",2013,8.893016132927187
"NORTHWEST INVESTMENT COUNSELORS, LLC",2017,8.886438702217182
WESTPORT ADVISERS LLC,2013,8.88567172235958
WCM INVESTMENT MANAGEMENT/CA,2017,8.882028071239084
PENINSULA ASSET MANAGEMENT INC,2015,8.880505239620666
HALSEY ASSOCIATES INC/CT,2013,8.877109621099752
REGIONS FINANCIAL CORP,2015,8.876059122796395
"Sio Capital Management, LLC",2017,8.87547836611489
Taconic Capital Advisors LP,2013,8.873966194350512
BAIRD ROBERT W & CO INC /WI/,2013,8.87279270911515
RELIANCE TRUST Co,2013,8.863296796850669
"Summit Financial Wealth Advisors, LLC",2017,8.860230089804848
DEPRINCE RACE & ZOLLO INC,2013,8.858238685233495
"Matrix Capital Management Company, LP",2015,8.855758159815071
"Community Bank, N.A.",2015,8.855164368813583
BRAUN STACEY ASSOCIATES INC,2015,8.851634316677242
Impala Asset Management LLC,2015,8.851241533548333
REGIONS FINANCIAL CORP,2013,8.849517287963577
Contrarius Investment Management Ltd,2015,8.848065697589057
"Point View Wealth Management, Inc.",2017,8.8403889796935
"AO Asset Management, LLC",2015,8.839254442528642
Soroban Capital Partners LP,2015,8.837414956095376
FIRST UNITED BANK TRUST/,2013,8.834621377292143
Sivik Global Healthcare LLC,2017,8.832268888419534
Hills Bank & Trust Co,2013,8.832246870564685
"Teewinot Capital Advisers, L.L.C.",2015,8.824222913351754
Cumberland Partners Ltd,2017,8.823385074182195
"New England Investment & Retirement Group, Inc.",2013,8.817199877753168
BANTA ASSET MANAGEMENT LP,2013,8.816279845018947
ARGENT CAPITAL MANAGEMENT LLC,2017,8.815306878323248
BTIM Corp.,2017,8.81161571872321
BEACON TRUST CO,2015,8.808798446024218
WESTFIELD CAPITAL MANAGEMENT CO LP,2013,8.805655609043704
"Shoker Investment Counsel, Inc.",2015,8.804196074370578
IPG Investment Advisors LLC,2017,8.80418602284423
SPRUCEGROVE INVESTMENT MANAGEMENT LTD,2015,8.8031961644108
SPRINGBANK VALUE PARTNERS LP,2013,8.799149094327385
ACCOUNT MANAGEMENT LLC,2013,8.797894706762403
INTREPID CAPITAL MANAGEMENT INC,2017,8.796769074510534
"Tillar-Wenstrup Advisors, LLC",2015,8.795405909063623
TRAIN BABCOCK ADVISORS LLC,2015,8.795106004198265
"NewFocus Financial Group, LLC",2015,8.789849726085242
Numeric Investors LLC,2013,8.78957873377416
Dorsey & Whitney Trust CO LLC,2017,8.789206237783123
"Aureus Asset Management, LLC",2017,8.787424264632046
BOURGEON CAPITAL MANAGEMENT LLC,2013,8.78619859369696
"STONE RUN CAPITAL, LLC",2017,8.785988634134709
NOVARE CAPITAL MANAGEMENT LLC,2015,8.785018802480499
MARKSTON INTERNATIONAL LLC,2013,8.783800887097863
"Swift Run Capital Management, LLC",2017,8.783566589276198
Parkside Financial Bank & Trust,2013,8.778227015037274
CAPTRUST FINANCIAL ADVISORS,2017,8.774536706827124
Tetrem Capital Management Ltd.,2015,8.77285055040089
MARKEL CORP,2017,8.770032492661448
Brevan Howard Capital Management LP,2015,8.769613883613083
"United Asset Strategies, Inc.",2015,8.769282750681299
"Aperio Group, LLC",2017,8.768404608198713
HOWARD HUGHES MEDICAL INSTITUTE,2015,8.767808543467392
ARAVT GLOBAL LLC,2017,8.766146397220547
Integre Advisors,2013,8.76484354577722
IMS Capital Management,2017,8.760556732901142
MASON CAPITAL MANAGEMENT LLC,2015,8.759022520127886
IAT REINSURANCE CO LTD.,2017,8.756521439323873
"Amici Capital, LLC",2015,8.743533084023298
FIL Ltd,2015,8.743471703420097
Cypress Capital Group,2015,8.74043752091675
FARLEY CAPITAL II L.P.,2015,8.737218789176332
"Brenner West Capital Advisors, LLC",2013,8.733554531102294
Gareth Morgan Investments Limited Partnership,2017,8.732097071894875
JOHNSTON ASSET MANAGEMENT LLC,2017,8.732062135850652
NOVARE CAPITAL MANAGEMENT LLC,2017,8.731958294843052
LMM LLC,2013,8.728588791742002
"FSI GROUP, LLC",2013,8.725727754139747
"McKinley Carter Wealth Services, Inc.",2015,8.722911393350092
CORNERSTONE ADVISORS INC,2017,8.721062220547994
PUZO MICHAEL J,2017,8.720644778989632
"Plante Moran Financial Advisors, LLC",2013,8.720361717789814
Newbrook Capital Advisors LP,2017,8.715740056606476
"Orca Investment Management, LLC",2015,8.715641636915656
"MYCIO WEALTH PARTNERS, LLC",2013,8.7143253589009
SILVERCREST ASSET MANAGEMENT GROUP LLC,2013,8.714271943378737
"TBP Investments Management, LLC",2015,8.707600745936407
AMERICAN CAPITAL MANAGEMENT INC,2015,8.705905154951594
DOWLING & YAHNKE LLC,2015,8.704201718595282
"Palo Capital, Inc.",2015,8.702330864242874
CLOUGH CAPITAL PARTNERS L P,2017,8.698370801656084
L & S Advisors Inc,2013,8.696070134161072
RELIANCE TRUST CO OF DELAWARE,2015,8.690804572585261
FIRST MANHATTAN CO,2015,8.690745318927425
Zurcher Kantonalbank (Zurich Cantonalbank),2013,8.687754586372508
DELTEC ASSET MANAGEMENT LLC,2013,8.685953095595513
"300 NORTH CAPITAL, LLC",2015,8.68505576805973
"White Elm Capital, LLC",2017,8.678070967313296
"Evanston Investments, Inc., dba Evanston Advisors",2013,8.674662262575545
ADAGE CAPITAL PARTNERS GP LLC,2013,8.674615453102177
Omega Advisors Inc.,2015,8.668704807892551
FIRST INTERSTATE BANK,2015,8.66547580359446
"MILLIE CAPITAL MANAGEMENT, LLC",2015,8.664821518720558
"ALPINE WOODS CAPITAL INVESTORS, LLC",2013,8.661788020722035
Fiera Capital Corp,2017,8.661062137336508
MERIDIAN MANAGEMENT CO,2015,8.64989624363778
WHITTIER TRUST CO OF NEVADA INC,2013,8.649492224856646
ORRSTOWN FINANCIAL SERVICES INC,2015,8.64763485473954
STEVENS CAPITAL MANAGEMENT LP,2013,8.64510478955587
PARAMETRIC PORTFOLIO ASSOCIATES LLC,2015,8.644219491429524
"LETKO, BROSSEAU & ASSOCIATES INC",2015,8.643180227189683
"Point View Wealth Management, Inc.",2015,8.639525075336143
GENERAL ELECTRIC CO,2015,8.630847586281924
RAIFF PARTNERS INC,2017,8.630066193124678
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2013,8.629938562592459
Cambrian Capital Limited Partnership,2017,8.628502125220054
"Artha Capital Management, Inc.",2013,8.624000597779718
JENNISON ASSOCIATES LLC,2013,8.623734907100394
VILLERE ST DENIS J & CO LLC,2017,8.621775296655102
Bank of the Ozarks,2017,8.621474251666426
Atlanta Capital Group,2017,8.620247926646584
EMS Capital LP,2015,8.619058005465725
"VAN DEN BERG MANAGEMENT I, INC",2017,8.617825273900124
MARIETTA INVESTMENT PARTNERS LLC,2015,8.615101153136568
"PineBridge Investments, L.P.",2017,8.608720491825364
MIDAS MANAGEMENT CORP,2013,8.604666503900818
Mechanics Bank Trust Department,2017,8.60060186278232
TOBAM,2015,8.592372494815205
DENALI ADVISORS LLC,2015,8.592363453270876
"Boston Common Asset Management, LLC",2017,8.59216948673225
"Permian Investment Partners, LP",2017,8.587230567405564
IVORY INVESTMENT MANAGEMENT. L.P.,2013,8.579861432230325
ARROWGRASS CAPITAL PARTNERS (US) LP,2013,8.579611798147974
AXA,2015,8.578502842937588
AMALGAMATED BANK,2015,8.570441728714867
FIR TREE INC.,2017,8.568614304373149
EMERGING SOVEREIGN GROUP LLC,2013,8.561577994394746
ALLIANCEBERNSTEIN L.P.,2013,8.559790797714218
COMMERZBANK AKTIENGESELLSCHAFT /FI,2013,8.559630390027376
Caerus Global Investors LLC,2013,8.556872719950466
"Foothills Asset Management, Ltd.",2015,8.555601860685503
REGENTS OF THE UNIVERSITY OF CALIFORNIA,2013,8.551982895482272
BATTERYMARCH FINANCIAL MANAGEMENT INC,2013,8.548694406482273
Ativo Capital Management LLC,2013,8.54867328531392
SEGALL BRYANT & HAMILL,2013,8.5455956225897
Bell State Bank & Trust,2015,8.545362800837381
CHILTON INVESTMENT CO LLC,2013,8.54112606595203
Brevan Howard Capital Management LP,2013,8.538267572922543
"Meristem, LLP",2013,8.538109404771584
TIMUCUAN ASSET MANAGEMENT INC/FL,2015,8.535004509705258
"St. Johns Investment Management Company, LLC",2015,8.532308792285587
DELTEC ASSET MANAGEMENT LLC,2017,8.52949874988298
CAPITAL INTERNATIONAL S A,2013,8.52616568811493
Legg Mason International Equities,2013,8.524092321756747
"ANALYTIC INVESTORS, LLC",2013,8.522700451754055
