,investor,year,weighted_score
8534,Indiana Trust & Investment Management CO,2013,13.90218344994333
555,ARGENT CAPITAL MANAGEMENT LLC,2013,13.88722981721246
7300,Goodman Financial CORP,2013,13.875620553181745
662,ASSOCIATED BANC-CORP,2013,13.871821471669431
6012,FIRST QUADRANT L P/CA,2013,13.854953339225373
7034,GROESBECK INVESTMENT MANAGEMENT CORP /NJ/,2013,13.85257069418653
17285,WELCH CAPITAL PARTNERS LLC/NY,2013,13.83114996393793
10238,MASSACHUSETTS MUTUAL LIFE INSURANCE CO,2013,13.826942258641019
7028,"GRIMES & COMPANY, INC.",2013,13.81433261810642
15908,TEACHER RETIREMENT SYSTEM OF TEXAS,2013,13.812862544263034
294,ALLEN OPERATIONS LLC,2013,13.807583494819003
11149,NBT BANK N A /NY,2013,13.774719564870516
13564,"RMF GP, LLC",2013,13.772344862905072
7835,HUDSON CANYON INVESTMENT COUNSELORS LLC,2013,13.741746565440376
1870,BOSTON PRIVATE BANK & TRUST CO,2013,13.733888160176898
10537,"MOODY LYNN & LIEBERSON, INC.",2013,13.713786278689758
3689,"CSat Investment Advisory, L.P.",2013,13.689358803714251
630,ARVEST TRUST CO N A,2013,13.684864496692834
11863,OREGON PUBLIC EMPLOYEES RETIREMENT FUND,2013,13.672691098974433
6121,FORTALEZA ASSET MANAGEMENT INC/,2013,13.670755502067397
11950,"Ohio National Investments, Inc.",2013,13.666770416814085
13386,RAY GERALD L & ASSOCIATES LTD,2013,13.665951078305886
4745,DAVIS R M INC,2013,13.657060755014975
4918,"DLS Capital Management, LLC",2013,13.642818231045506
13370,RAMSEY ASSET MANAGEMENT,2013,13.640870152740234
2912,CAPE ANN SAVINGS BANK,2013,13.617231340833897
1621,BEACH INVESTMENT COUNSEL INC/PA,2013,13.616820108479182
1368,"Aviance Capital Partners, LLC",2013,13.587287975583168
13828,Regent Investment Management LLC,2013,13.57597662597051
7777,HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,2013,13.57336682825547
6354,FineMark National Bank & Trust,2013,13.558282429252952
5623,"Endurance Wealth Management, Inc.",2013,13.555260851072452
3910,Capital International Investors,2013,13.553449450593929
10607,"MU Investments Co., Ltd.",2013,13.549896737889064
7758,HONEYWELL INTERNATIONAL INC,2013,13.5497173209992
1063,"Anchor Bolt Capital, LP",2013,13.549406074308393
242,"AJO, LP",2013,13.541330477906042
9387,LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE,2013,13.526335132721712
9243,"King Wealth Management Group, LLC",2013,13.526110678989294
2764,"Burns Wealth Management, Inc.",2013,13.502069616017813
699,ATLANTIC INVESTMENT MANAGEMENT INC,2013,13.49490089666585
5023,DUNCKER STREETT & CO INC,2013,13.491784934067027
6186,FRIESS ASSOCIATES LLC,2013,13.487730950381163
2900,CANTILLON CAPITAL MANAGEMENT LLC,2013,13.484773328625415
11234,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,2013,13.460796029436384
16585,Triangle Securities Wealth Management,2013,13.447376197414787
16405,"Telos Capital Management, Inc.",2013,13.444647641001117
1046,"Amici Capital, LLC",2013,13.444508040498647
14806,STEADFAST CAPITAL MANAGEMENT LP,2013,13.421097528133478
6943,GRAYBILL BARTZ & ASSOC LTD,2013,13.406760675830897
7146,Gary Goldberg Planning Services Inc,2013,13.405286342733932
16948,VIRGINIA RETIREMENT SYSTEMS ET AL,2013,13.40425178548451
1018,"American National Registered Investment Advisor, Inc.",2013,13.401799520365945
14802,STEADFAST ADVISORS LP,2013,13.38485547883425
14517,SIRIOS CAPITAL MANAGEMENT L P,2013,13.379273205952304
12124,PANAGORA ASSET MANAGEMENT INC,2013,13.375175999560819
11503,"Nebula Capital Management, LP",2013,13.374462837490588
12861,Pensionfund DSM Netherlands,2013,13.36776851900656
10350,MENLO ADVISORS LLC,2013,13.343933987560009
14797,STATE TREASURER STATE OF MICHIGAN,2013,13.3386418124473
11311,NOMURA ASSET MANAGEMENT CO LTD,2013,13.33801789321517
7515,HARDING LOEVNER LP,2013,13.3348909994716
3535,"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",2013,13.326430882927962
13592,ROBERTS GLORE & CO INC /IL/,2013,13.305823981069357
12807,"Patton Albertson & Miller, LLC",2013,13.305674854480632
15940,TELEMUS BEACON INVESTMENT Co LLC,2013,13.266624150722562
4152,"Chevy Chase Trust Holdings, Inc.",2013,13.261957450700836
10976,Mitsubishi UFJ Trust & Banking Corp,2013,13.261479404340223
1633,BEACON TRUST CO,2013,13.259380722533558
16091,TNB Financial,2013,13.23519831242028
16859,VALUEWORKS LLC,2013,13.227497786026454
12767,"Partner Investment Management, L.P.",2013,13.221063336228784
12179,PARNASSUS INVESTMENTS /CA,2013,13.216092725937196
1478,BANCED CORP,2013,13.209726904825692
4697,"DAI ICHI LIFE INSURANCE CO., LTD.",2013,13.192660642174857
7462,HALLMARK CAPITAL MANAGEMENT INC,2013,13.18563766484063
11290,NISA INVESTMENT ADVISORS L L C,2013,13.165445653904388
11082,Mountain Lake Investment Management LLC,2013,13.160826461604648
14523,SIT INVESTMENT ASSOCIATES INC,2013,13.153309098926169
4774,DEARBORN PARTNERS LLC,2013,13.14093872712532
17312,WESBANCO BANK INC,2013,13.133327058615178
14320,SECURITY NATIONAL TRUST CO,2013,13.103697707256533
15626,"Sterling Investment Management, Inc.",2013,13.087868982269494
5905,FINANCIAL PARTNERS CAPITAL MANAGEMENT LLC,2013,13.08766840946784
15480,Southpoint Capital Advisors LP,2013,13.07100825105366
16553,TradeLink Global Equity LLC,2013,13.0614111423685
8407,INVESTMENT HOUSE LLC,2013,13.059396387366569
7882,"HYNES, HIMMELREICH, GLENNON & CO, LLC",2013,13.059209147621724
16825,Utah Retirement Systems,2013,13.031655153494198
8507,Independence Trust CO,2013,12.999418024242033
267,ALBION FINANCIAL GROUP /UT,2013,12.997873729767205
12251,PEAPACK GLADSTONE FINANCIAL CORP,2013,12.996325083423653
12776,Partners Group Holding AG,2013,12.994224304048561
1753,"BISLETT MANAGEMENT, LLC",2013,12.972086875333387
6762,GEODE CAPITAL MANAGEMENT LLC,2013,12.971643458400033
8165,Hollow Brook Wealth Management LLC,2013,12.97058658574358
13815,"Redwood Investments, LLC",2013,12.970227636805316
12488,PRIMECAP MANAGEMENT CO/CA/,2013,12.96702814753006
14227,SCHWAB CHARLES INVESTMENT MANAGEMENT INC,2013,12.966259066635798
2343,"Bellevue Financial, Inc.",2013,12.964335795302413
5500,"East Coast Asset Management, LLC.",2013,12.949948092168642
5280,EDELMAN FINANCIAL GROUP INC.,2013,12.942030027720467
8793,JOHNSON INVESTMENT COUNSEL INC,2013,12.902535648708557
4282,"Cohen Klingenstein, LLC",2013,12.902243347317226
2300,Beach Point Capital Management LP,2013,12.890284075672302
13547,"RIVERSVILLE CAPITAL, INC.",2013,12.884736633728686
11118,NATIONAL INVESTMENT SERVICES INC /WI,2013,12.881536998086748
16384,Tekla Capital Management LLC,2013,12.876168841273524
5884,FIFTH THIRD ASSET MANAGEMENT INC,2013,12.875965633486219
12229,PAYDEN & RYGEL,2013,12.874316187775186
3310,CLARK ESTATES INC/NY,2013,12.873250669491785
15797,"Sustainable Asset Management USA, Inc.",2013,12.852279658594735
158,ADIRONDACK TRUST CO,2013,12.848671600970448
17581,Waratah Capital Advisors Ltd.,2013,12.836651390769529
13229,QCI ASSET MANAGEMENT INC/NY,2013,12.81789312239117
5234,EADS & HEALD INVESTMENT COUNSEL/,2013,12.804729997253592
7739,"HOKANSON ASSOCIATES, INC.",2013,12.802762084676393
15033,"Saiers Capital, LLC",2013,12.798717422613242
14137,SASCO CAPITAL INC / CT/,2013,12.779214582509606
6389,First Dallas Securities Inc.,2013,12.766219473384146
6622,Fulton Breakefield Broenniman LLC,2013,12.758658675112484
16146,TOTH FINANCIAL ADVISORY CORP,2013,12.758428544757892
7283,"Goelzer Investment Management, Inc.",2013,12.74880444432009
17269,WEIK INVESTMENT SERVICES INC,2013,12.746413970542875
9999,M&T BANK CORP,2013,12.73907731183012
8202,"Horizon Investment Services, LLC",2013,12.737288017588492
10421,"MIG Capital, LLC",2013,12.730974220073612
17546,WS MANAGEMENT LLLP,2013,12.727208457366357
14100,SAN FRANCISCO SENTRY INVESTMENT GROUP (CA),2013,12.716614365675433
14605,SOLARIS ASSET MANAGEMENT LLC,2013,12.712706332828414
3104,CENTRAL BANK & TRUST CO,2013,12.693286853652292
3127,CHARTER TRUST CO,2013,12.692772260054115
14194,SCHMIDT P J INVESTMENT MANAGEMENT INC,2013,12.686503007517162
16347,"Talara Capital Management, LLC",2013,12.676043039059227
10245,MASTERS CAPITAL MANAGEMENT LLC,2013,12.673466100361779
4093,CenturyLink Investment Management Co,2013,12.672517715500016
5173,Dorsey & Whitney Trust CO LLC,2013,12.664872219674912
9177,Kemper Corp Master Retirement Trust,2013,12.664835715761477
4905,"DIVIDEND ASSET CAPITAL, LLC",2013,12.645535080014735
10106,MARATHON ASSET MANAGEMENT LLP,2013,12.644290149801238
9452,LEVY HARKINS & CO INC/,2013,12.64081081601044
2856,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,2013,12.629580828728058
10094,"MAPLELANE CAPITAL, LLC",2013,12.619634746349291
11229,NEW YORK STATE COMMON RETIREMENT FUND,2013,12.598502577512345
5927,FIRST CITIZENS BANCORPORATION INC,2013,12.590496166984048
12762,"Partner Fund Management, L.P.",2013,12.575991134321502
13376,"RAND WEALTH ,LLC",2013,12.568565011801516
1852,BOSTON ADVISORS LLC,2013,12.566552845350412
9865,Lloyds Banking Group plc,2013,12.549906327856565
6879,GOLDENTREE ASSET MANAGEMENT LP,2013,12.544882338648346
17013,"Van Cleef Asset Management,Inc",2013,12.541914580267303
16220,TRILLIUM ASSET MANAGEMENT CORP,2013,12.53706286472681
13508,RHUMBLINE ADVISERS,2013,12.525344944731449
6106,FORT PITT CAPITAL GROUP INC,2013,12.493455301192677
1420,BAILLIE GIFFORD & CO,2013,12.491749632938436
15224,Senator Investment Group LP,2013,12.491379157922497
16305,TWIN CAPITAL MANAGEMENT INC,2013,12.480912627381388
2951,CAPITAL GUARDIAN TRUST CO,2013,12.477621716834035
5525,EdgePoint Investment Group Inc.,2013,12.475055416518055
12563,PRUDENTIAL FINANCIAL INC,2013,12.473599308896993
4477,Corvex Management LP,2013,12.469693503875154
4664,D L CARLSON INVESTMENT GROUP INC,2013,12.44915170608733
2322,Bedlam Asset Management plc,2013,12.442177525637353
16942,VILLERE ST DENIS J & CO LLC,2013,12.421157863820358
7018,GREYSTONE INVESTMENT MANAGEMENT LLC,2013,12.416994866036728
12874,"People's United Financial, Inc.",2013,12.414823548358362
3505,CONGRESS ASSET MANAGEMENT CO /MA,2013,12.394400008837183
9572,LOS ANGELES CAPITAL MANAGEMENT & EQUITY RESEARCH INC,2013,12.383408744759683
6532,"Fort Hoosac Management, LLC",2013,12.382734678322425
9858,Livingston Group Asset Management CO (operating as Southport Capital Management),2013,12.380272311990765
2851,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,2013,12.373038663510142
14777,STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,2013,12.361173154485497
10765,Marketfield Asset Management LLC,2013,12.313601935769686
4920,DOCK STREET ASSET MANAGEMENT INC,2013,12.29704810581943
16189,TRAIN BABCOCK ADVISORS LLC,2013,12.291220971784687
9594,LSV ASSET MANAGEMENT,2013,12.285263037127581
14901,STRS OHIO,2013,12.276712162800942
9876,"Lomas Capital Management, LLC",2013,12.267401208956247
4275,"Cohen Capital Management, Inc.",2013,12.263700726978103
1383,Azimuth Capital Management LLC,2013,12.257407828365295
14792,STATE STREET CORP,2013,12.246131953849545
5952,FIRST HORIZON NATIONAL CORP,2013,12.241850090470253
5515,Eclectica Asset Management LLP,2013,12.239509568772956
9993,M&R CAPITAL MANAGEMENT INC,2013,12.219273519265641
11767,"OARSMAN CAPITAL, INC.",2013,12.212111112823624
3735,CUTLER INVESTMENT COUNSEL LLC,2013,12.200805342795922
13334,"Quotient Investors, LLC",2013,12.196240682856729
13423,REAVES W H & CO INC,2013,12.194574938188316
17378,WETHERBY ASSET MANAGEMENT INC,2013,12.190747016789043
205,"AFFINITY INVESTMENT ADVISORS, LLC",2013,12.1801148634194
894,Allen Investment Management LLC,2013,12.179391075522469
3778,"CYRUS CAPITAL PARTNERS, LP",2013,12.167285721035526
3034,"CARRET ASSET MANAGEMENT, LLC",2013,12.162079825957381
7417,Guinness Asset Management LTD,2013,12.150789089315094
12545,PROFUND ADVISORS LLC,2013,12.146652465491695
6395,"First Eagle Investment Management, LLC",2013,12.139838031333928
1969,BREMER TRUST NATIONAL ASSOCIATION,2013,12.133269535617853
15609,StellarOne CORP,2013,12.115098912660345
5988,FIRST NATIONAL BANK OF OMAHA,2013,12.11235038768655
13339,R. G. NIEDERHOFFER CAPITAL MANAGEMENT INC,2013,12.110617682885067
9845,"Litespeed Management, L.L.C.",2013,12.110157015542326
17791,Willis Investment Counsel,2013,12.10282816680931
3407,COLONY GROUP LLC,2013,12.102771290749308
14631,SOUND SHORE MANAGEMENT INC /CT/,2013,12.1013076406488
6930,"GRANDFIELD & DODD, LLC",2013,12.100903267740629
3023,CARL DOMINO INC,2013,12.097550023870966
6111,FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,2013,12.090832501253159
16453,Third Point LLC,2013,12.086212856227794
11869,ORLEANS CAPITAL MANAGEMENT CORP/LA,2013,12.083014792644935
2773,Busey Trust CO,2013,12.078113994791819
7903,"Hamlin Capital Management, LLC",2013,12.064172360012984
12575,PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,2013,12.057589570850615
10328,MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH,2013,12.056354127279782
15236,Sentry Select Capital Corp.,2013,12.048160137678545
1431,BAINCO INTERNATIONAL INVESTORS,2013,12.032055268527657
415,AMERICAN NATIONAL INSURANCE CO /TX/,2013,11.989432372371839
3755,CYPRESS ASSET MANAGEMENT INC/TX,2013,11.985466139898932
16211,TREVOR STEWART BURTON & JACOBSEN INC,2013,11.982414862655068
9864,Llenroc Capital LLC,2013,11.97351255991494
4854,DG CAPITAL MANAGEMENT INC,2013,11.9722031574582
406,AMERICAN NATIONAL BANK,2013,11.969040458448584
1596,"BB&T SECURITIES, LLC",2013,11.967487144214434
1652,BECKER CAPITAL MANAGEMENT INC,2013,11.966712270805838
12825,Peloton Wealth Strategists,2013,11.96489170248866
11285,NIPPON LIFE INSURANCE CO,2013,11.958905765004847
5763,FAIRFIELD RESEARCH CORP,2013,11.935535509981108
14451,SHIKIAR ASSET MANAGEMENT INC,2013,11.931054517733445
8480,Impala Asset Management LLC,2013,11.92920273302648
5824,FCM INVESTMENTS/TX,2013,11.914483032746947
12722,Parametric Risk Advisors LLC,2013,11.91155303051213
16108,TODD ASSET MANAGEMENT LLC,2013,11.910845956412082
10773,Marshall Wace LLP,2013,11.881409786596434
1858,BOSTON FAMILY OFFICE LLC,2013,11.877725753657128
17839,"Wintergreen Advisers, LLC",2013,11.871644098565103
7411,"Guild Investment Management, Inc.",2013,11.868985978539044
17632,WealthTrust Axiom LLC,2013,11.864220342929848
2452,"BlackRock Investment Management, LLC",2013,11.85628058127874
15190,"Segment Wealth Management, LLC",2013,11.851906986856752
6474,"Firsthand Capital Management, Inc.",2013,11.841858875182524
7783,"HOURGLASS CAPITAL, LLC",2013,11.828099781230405
7489,"HAP Trading, LLC",2013,11.827120480380453
8389,INTREPID CAPITAL MANAGEMENT INC /DE/,2013,11.815833155274213
6435,"First National Bank of Mount Dora, Trust Investment Services",2013,11.776356419191947
4406,Contrarius Investment Management Ltd,2013,11.774839689777167
10219,MARVIN & PALMER ASSOCIATES INC,2013,11.77210899824992
12596,PUTNAM FL INVESTMENT MANAGEMENT CO,2013,11.769566757965222
5929,FIRST CITIZENS BANK & TRUST CO,2013,11.762240366429484
9669,Lamond Capital Partners LLC,2013,11.758641265601389
11123,NATIONAL PENN INVESTORS TRUST CO /PA,2013,11.749154904480497
2568,Botty Investors LLC,2013,11.744446528841827
6801,GIOVINE CAPITAL GROUP LLC,2013,11.736691529836538
5100,"Decatur Capital Management, Inc.",2013,11.734426445025317
4400,Contour Asset Management LLC,2013,11.714986348719155
2109,BUCKHEAD CAPITAL MANAGEMENT LLC,2013,11.714898399841111
4769,"DEAN INVESTMENT ASSOCIATES, LLC",2013,11.70092003124645
13535,RIVERHEAD CAPITAL MANAGEMENT LLC,2013,11.691970027660817
14913,SUFFOLK CAPITAL MANAGEMENT LLC,2013,11.676450462349672
1774,BLACKROCK ADVISORS LLC,2013,11.658192195328995
16976,VONTOBEL ASSET MANAGEMENT INC,2013,11.653625400820202
16046,TIFF ADVISORY SERVICES INC,2013,11.647394573770477
14648,SOUTHEASTERN ASSET MANAGEMENT INC/TN/,2013,11.63126072764097
9923,Longer Investments Inc.,2013,11.620458219381
17911,ZACKS INVESTMENT MANAGEMENT,2013,11.619038700283681
2132,BURNHAM ASSET MANAGEMENT CORP /NY/,2013,11.616396626770683
2607,"Bragg Financial Advisors, Inc",2013,11.614117713679972
13659,"ROUND TABLE INVESTMENT MANAGEMENT COMPANY, LP",2013,11.611829376901177
3426,COLUMBUS CIRCLE INVESTORS,2013,11.592830396722254
14727,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,2013,11.585885731238328
2448,"BlackRock Institutional Trust Company, N.A.",2013,11.585813330234105
14787,STATE OF WISCONSIN INVESTMENT BOARD,2013,11.546155075283792
4835,DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,2013,11.539306073047669
13013,Platinum Management (NY) LLC,2013,11.539141575829127
15979,"THOMASPARTNERS, INC.",2013,11.535099464542778
6072,FMA ADVISORY INC,2013,11.519676893972276
8910,"Johnson Financial Group, Inc.",2013,11.510446693098284
13036,PointState Capital LP,2013,11.505737669831301
494,APG All Pensions Group NV,2013,11.49220160122999
8289,IBM Retirement Fund,2013,11.48388165575771
687,"ATHERTON LANE ADVISERS, LLC",2013,11.48289909101492
13172,ProShare Advisors LLC,2013,11.477607596455421
12521,PRIVATE MANAGEMENT GROUP INC,2013,11.47282077022485
15474,Southeast Asset Advisors Inc.,2013,11.464135816028787
5867,FIDUCIARY MANAGEMENT INC /WI/,2013,11.460964636027649
14892,STRATEGY ASSET MANAGERS LLC,2013,11.455456292866062
3115,CENTRAL TRUST & INVESTMENT CO,2013,11.453933527042448
3728,CUMBERLAND ASSOCIATES LLC,2013,11.4514253240324
3290,CITIZENS & NORTHERN CORP,2013,11.444551220794676
15819,Swiss National Bank,2013,11.443948885338884
1081,Andra AP-fonden,2013,11.429719853039117
11649,"Norman Fields, Gottscho Capital Management, LLC",2013,11.403546832083418
11596,Nexus Investment Management Inc.,2013,11.397384431771941
10673,Magnetar Financial LLC,2013,11.395733107135683
15958,TEXAS PERMANENT SCHOOL FUND,2013,11.390560665977455
13396,RAYMOND JAMES TRUST N.A.,2013,11.373285908652086
2465,BloombergSen Inc.,2013,11.362118613024148
17704,"West Oak Capital, LLC",2013,11.348452616940913
16995,"Valiant Capital Management, L.P.",2013,11.347016193702524
8457,ITHAKA GROUP LLC,2013,11.347003669078518
10677,Main Street Research LLC,2013,11.342052377961693
5531,"Edgemoor Investment Advisors, Inc.",2013,11.314124706438394
14557,"SMITH HAYES Advisers, Inc",2013,11.303622778074605
10273,MAVERICK CAPITAL LTD,2013,11.288043946293328
12619,PZENA INVESTMENT MANAGEMENT LLC,2013,11.287592055676729
5885,FIFTH THIRD BANCORP,2013,11.28753520753175
14264,SCOUT CAPITAL MANAGEMENT LLC,2013,11.279520749037367
10823,Mawer Investment Management Ltd.,2013,11.25427008534066
12224,PAX WORLD MANAGEMENT LLC,2013,11.249223130969407
17076,"Verity & Verity, LLC",2013,11.246655007180635
17692,West Coast Financial LLC,2013,11.227064080660394
9839,Lipe & Dalton,2013,11.224244467087464
4783,DEERE & CO,2013,11.218526764664084
15127,Saturna Capital CORP,2013,11.214081188280357
17461,WILLIAMS JONES & ASSOCIATES LLC,2013,11.213970441145026
14642,SOUTH TEXAS MONEY MANAGEMENT LTD,2013,11.211088269830475
6279,"Fidelity National Financial, Inc.",2013,11.203046569013983
15391,"Skylands Capital, LLC",2013,11.202413155469706
21,1ST SOURCE BANK,2013,11.188381633102328
13634,ROOSEVELT INVESTMENT GROUP INC,2013,11.186919828071288
7951,Hartford Financial Management Inc.,2013,11.184914560185574
17877,"Y/Cap Management, LLC",2013,11.148917036469907
6130,FOSTER & MOTLEY INC,2013,11.138375181615459
17367,WESTWOOD HOLDINGS GROUP INC,2013,11.136212216171952
9074,KINGS POINT CAPITAL MANAGEMENT,2013,11.130719708910517
15633,"Sterneck Capital Management, LLC",2013,11.124896603478806
4573,"Crestwood Capital Management, L.P.",2013,11.109146078434275
17779,Whitnell & Co.,2013,11.10052344124455
5734,"Exchange Capital Management, Inc.",2013,11.097272013588768
3552,COOLIDGE FRANCIS L,2013,11.072542087403264
5113,DekaBank Deutsche Girozentrale,2013,11.049325595124971
6488,Flowering Tree Investment Management Pte. Ltd.,2013,11.018948611051405
1918,BP CAPITAL MANAGEMENT L P,2013,10.999224504930432
5792,FARMERS & MERCHANTS INVESTMENTS INC,2013,10.996392474351138
3048,CASTLEROCK ASSET MANAGEMENT INC,2013,10.991529350993686
14438,SHELL ASSET MANAGEMENT CO,2013,10.986874743961536
2722,"Bruce & Co., Inc.",2013,10.949248474555485
12440,"PNC FINANCIAL SERVICES GROUP, INC.",2013,10.917538812369099
11994,"Oppenheimer & Close, Inc.",2013,10.913218640034033
8242,"Hudock Moyer Wealth Resources, LLC",2013,10.896024106255078
3515,CONNING INC.,2013,10.895145685353535
1195,"Aristotle Capital Management, LLC",2013,10.845720494056296
12569,PRUDENTIAL PLC,2013,10.81292752184715
13360,RAIFF PARTNERS INC,2013,10.809737599235783
1426,BAIN CAPITAL INVESTORS LLC,2013,10.808132310060001
8824,JUPITER ASSET MANAGEMENT LTD,2013,10.794117757468571
14427,"SHAYNE & CO., LLC",2013,10.792842987324214
6510,Force Capital Management LLC,2013,10.786761603556936
1657,BEDDOW CAPITAL MANAGEMENT INC,2013,10.77732030102528
13648,ROTHSCHILD ASSET MANAGEMENT INC,2013,10.772019292459932
6821,"GLENVIEW CAPITAL MANAGEMENT, LLC",2013,10.755145968689677
7266,"Global Thematic Partners, LLC",2013,10.753865236639559
12493,PRINCETON CAPITAL MANAGEMENT INC,2013,10.75201917696235
278,ALKEON CAPITAL MANAGEMENT LLC,2013,10.743757971358425
12106,PACIFIC HEIGHTS ASSET MANAGEMENT LLC,2013,10.734780134708528
10567,MORGENS WATERFALL VINTIADIS & CO INC,2013,10.72967236326051
17926,ZEVENBERGEN CAPITAL INVESTMENTS LLC,2013,10.684670383360404
4712,DAVENPORT & Co LLC,2013,10.683973582128996
7140,Garrison Financial Corp,2013,10.642282438172732
16073,TIRSCHWELL & LOEWY INC,2013,10.641732423443706
11359,"NORTH TIDE CAPITAL, LLC",2013,10.63287114698047
6936,GRASSI INVESTMENT MANAGEMENT LLC,2013,10.622722677906768
2588,Bowling Portfolio Management LLC,2013,10.614600332514591
3335,"CLIFTON PARK CAPITAL MANAGEMENT, LLC",2013,10.608071707921532
14295,SECTORAL ASSET MANAGEMENT INC,2013,10.60792111354591
5288,"EDGE ASSET MANAGEMENT, INC",2013,10.601199777188999
8990,KCM INVESTMENT ADVISORS LLC,2013,10.600637811260086
1188,"Aris Wealth Services, Inc.",2013,10.600142605240798
4756,DAVIS-REA LTD.,2013,10.590940117212151
5509,Echo Street Capital Management LLC,2013,10.565351085086242
8835,Jabre Capital Partners S.A.,2013,10.565223583653461
5724,"Evercore Wealth Management, LLC",2013,10.55835648789923
9745,"Legg Mason Investment Counsel & Trust Co., N.A.",2013,10.55588724126634
10214,MARTINGALE ASSET MANAGEMENT L P,2013,10.548209725754862
10044,MAGEE THOMSON INVESTMENT PARTNERS LLC,2013,10.544246998656444
6615,Fruth Investment Management,2013,10.531357975723628
5838,FENIMORE ASSET MANAGEMENT INC,2013,10.528032934562804
4002,"Carnegie Capital Asset Management, LLC",2013,10.51538721621218
6064,FLOOD GAMBLE ASSOCIATES INC,2013,10.511970991565192
2946,CAPITAL GROWTH MANAGEMENT LP,2013,10.506187866779083
12288,PENINSULA ASSET MANAGEMENT INC,2013,10.503145977363033
11129,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION,2013,10.499333390414373
10988,"Mizuho Asset Management Co.,Ltd.",2013,10.491926443139452
17117,"Vision Capital Management, Inc.",2013,10.48257996188569
15639,Stevens First Principles Investment Advisors,2013,10.480815701629155
16882,VANGUARD GROUP INC,2013,10.477632497514998
12380,PILLAR PACIFIC CAPITAL MANAGEMENT LLC,2013,10.475053940594881
14001,"Rothschild Capital Partners, LLC",2013,10.454678788522832
12911,"Permit Capital, LLC",2013,10.44689019666355
2689,"Broad Run Investment Management, LLC",2013,10.420933217848708
14116,SANDLER CAPITAL MANAGEMENT,2013,10.398755426123442
9027,KEN ROBERTS INVESTMENT MANAGEMENT INC,2013,10.397157394353131
3171,CHESAPEAKE ASSET MANAGEMENT LLC,2013,10.39443134134524
7591,"HEADINVEST, LLC",2013,10.390154339795103
10371,MERIDIAN MANAGEMENT CO,2013,10.39000769523407
16631,Trust CO of the Ozarks,2013,10.373210657808423
1930,"BRANDES INVESTMENT PARTNERS, LP",2013,10.369634295429952
2865,CAMBIAR INVESTORS LLC,2013,10.358307168693543
2323,"Beech Hill Advisors, Inc.",2013,10.35128892272714
5667,"Epoch Investment Partners, Inc.",2013,10.349039667808565
8867,Janney Capital Management LLC,2013,10.33939611900983
1878,BOSTON RESEARCH & MANAGEMENT INC,2013,10.3299081231866
2493,"Blue Ridge Capital, L.L.C.",2013,10.326848318770931
13135,"Private Capital Advisors, Inc.",2013,10.323097693182861
12396,PIONEER INVESTMENT MANAGEMENT INC,2013,10.309766495511948
17829,"Winslow Capital Management, LLC",2013,10.306179872829237
982,"America First Investment Advisors, LLC",2013,10.303939892170554
7730,"HMI Capital, LLC",2013,10.298921511769755
17419,WHITTIER TRUST CO,2013,10.284229873279049
11188,"NEW CENTURY INVESTMENT MANAGEMENT, INC",2013,10.270651340561162
7796,HOWARD HUGHES MEDICAL INSTITUTE,2013,10.266126328358668
13898,Richard Bernstein Advisors LLC,2013,10.265009695791692
5741,F&C Asset Management plc,2013,10.258958349731838
10403,MID CONTINENT CAPITAL LLC/IL,2013,10.247789516623582
14459,SHUFRO ROSE & CO LLC,2013,10.246992587807117
14045,S&CO INC,2013,10.238646594362939
11617,"Nikko Asset Management Americas, Inc.",2013,10.238063466199252
4488,"Country Club Trust Company, n.a.",2013,10.223852375183965
4332,"Community Financial Services Group, LLC",2013,10.207286688544013
8589,Investec Asset Management LTD,2013,10.202895643334461
8194,"Horan Capital Advisors, LLC.",2013,10.1983556676935
3797,Calamos Wealth Management LLC,2013,10.197675065621253
13653,ROTHSCHILD INVESTMENT CORP /IL,2013,10.195171116726684
4425,"Copeland Capital Management, LLC",2013,10.161415339228572
5982,FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,2013,10.16014491199397
868,Alerus Investment Advisors Corp,2013,10.159754801981956
11406,"NORTHWEST INVESTMENT COUNSELORS, LLC",2013,10.158633053067172
9692,"Laurel Grove Capital, LLC",2013,10.15054903626237
13807,"Redmond Asset Management, LLC",2013,10.127786964256638
10305,MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE,2013,10.116880595152384
6175,FRANKLIN STREET ADVISORS INC /NC,2013,10.113947150664309
12451,"POPE ASSET MANAGEMENT, LLC",2013,10.101294588515474
12159,PARAMETRIC PORTFOLIO ASSOCIATES LLC,2013,10.09602436110687
